filename; result; heuristic; depth
j3010_6.sm; 6706; 0; 1
j3010_6.sm; 68; 15; 2
j3010_6.sm; 68; 15; 3
j3010_6.sm; 70; 10; 3
j3010_6.sm; 70; 9; 3
j3010_6.sm; 74; 3; 2
j3010_6.sm; 75; 3; 4
j3010_6.sm; 76; 3; 1
j3010_6.sm; 77; 15; 1
j3010_6.sm; 77; 3; 0
j3010_6.sm; 78; 16; 0
j3010_6.sm; 79; 16; 4
j3010_6.sm; 79; 3; 3
j3010_6.sm; 80; 15; 0
j3010_6.sm; 80; 2; 4
j3010_6.sm; 81; 2; 0
j3010_6.sm; 82; 16; 3
j3010_6.sm; 82; 2; 3
j3010_6.sm; 85; 16; 1
j3010_6.sm; 85; 16; 2
j3010_6.sm; 85; 2; 1
j3010_6.sm; 85; 2; 2
j3010_7.sm; 4220; 0; 1
j3010_7.sm; 49; Optimal; Time
j3010_7.sm; 55; 11; 0
j3010_7.sm; 55; 11; 1
j3010_7.sm; 55; 11; 2
j3010_7.sm; 55; 11; 3
j3010_7.sm; 55; 11; 4
j3010_7.sm; 64; 10; 0
j3010_7.sm; 64; 10; 1
j3010_7.sm; 64; 12; 3
j3010_7.sm; 64; 12; 4
j3010_7.sm; 66; 9; 4
j3010_7.sm; 67; 10; 2
j3010_7.sm; 67; 10; 3
j3010_7.sm; 68; 10; 4
j3010_7.sm; 70; 15; 0
j3010_7.sm; 71; 21; 4
j3010_7.sm; 72; 21; 2
j3010_7.sm; 72; 21; 3
j3010_7.sm; 73; 16; 3
j3010_7.sm; 74; 12; 2
j3010_7.sm; 74; 16; 2
j3010_7.sm; 75; 16; 0
j3010_7.sm; 75; 16; 1
j3010_7.sm; 76; 12; 0
j3010_7.sm; 76; 12; 1
j3010_7.sm; 76; 21; 0
j3010_7.sm; 76; 21; 1
j3010_7.sm; 76; 9; 0
j3010_7.sm; 76; 9; 1
j3010_7.sm; 76; 9; 2
j3010_7.sm; 76; 9; 3
j3010_7.sm; 77; 3; 2
j3010_7.sm; 79; 16; 4
j3010_7.sm; 79; 2; 4
j3010_7.sm; 79; 3; 1
j3010_7.sm; 80; 15; 1
j3010_7.sm; 80; 2; 2
j3010_7.sm; 80; 3; 0
j3010_7.sm; 81; 2; 0
j3010_7.sm; 81; 2; 1
j3010_7.sm; 81; 2; 3
j3010_7.sm; 83; 3; 3
j3010_7.sm; 83; 3; 4
j3010_7.sm; 86; 15; 3
j3010_7.sm; 87; 15; 2
j3010_7.sm; 91; 15; 4
j3010_7.sm; 952; 0; 0
j3010_8.sm; 100; 2; 0
j3010_8.sm; 100; 2; 1
j3010_8.sm; 102; 15; 2
j3010_8.sm; 102; 2; 3
j3010_8.sm; 102; 3; 1
j3010_8.sm; 1030; 0; 0
j3010_8.sm; 107; 2; 2
j3010_8.sm; 107; 3; 3
j3010_8.sm; 111; 15; 1
j3010_8.sm; 114; 3; 2
j3010_8.sm; 115; 3; 0
j3010_8.sm; 54; Optimal; Time
j3010_8.sm; 5713; 0; 1
j3010_8.sm; 68; 12; 2
j3010_8.sm; 69; 12; 0
j3010_8.sm; 70; 12; 3
j3010_8.sm; 71; 10; 4
j3010_8.sm; 71; 9; 4
j3010_8.sm; 73; 10; 2
j3010_8.sm; 73; 11; 1
j3010_8.sm; 73; 11; 2
j3010_8.sm; 73; 11; 3
j3010_8.sm; 73; 11; 4
j3010_8.sm; 73; 12; 1
j3010_8.sm; 74; 21; 0
j3010_8.sm; 74; 21; 1
j3010_8.sm; 74; 21; 2
j3010_8.sm; 74; 21; 3
j3010_8.sm; 74; 21; 4
j3010_8.sm; 75; 10; 3
j3010_8.sm; 75; 9; 2
j3010_8.sm; 75; 9; 3
j3010_8.sm; 76; 12; 4
j3010_8.sm; 82; 10; 0
j3010_8.sm; 82; 10; 1
j3010_8.sm; 82; 11; 0
j3010_8.sm; 82; 9; 0
j3010_8.sm; 82; 9; 1
j3010_8.sm; 88; 16; 0
j3010_8.sm; 88; 16; 1
j3010_8.sm; 90; 15; 4
j3010_8.sm; 93; 16; 3
j3010_8.sm; 94; 16; 2
j3010_8.sm; 94; 16; 4
j3010_8.sm; 96; 15; 0
j3010_8.sm; 96; 15; 3
j3010_8.sm; 97; 2; 4
j3010_8.sm; 97; 3; 4
j3010_9.sm; 3849; 0; 1
j3010_9.sm; 49; 12; 0
j3010_9.sm; 49; 12; 1
j3010_9.sm;; 49;; 21; 0
j3010_9.sm; 49; 21; 1
j3010_9.sm; 49; Optimal; Time
j3010_9.sm; 53; 11; 0
j3010_9.sm; 53; 11; 1
j3010_9.sm; 53; 12; 2
j3010_9.sm; 53; 21; 2
j3010_9.sm; 53; 21; 3
j3010_9.sm; 58; 10; 2
j3010_9.sm; 58; 10; 3
j3010_9.sm; 58; 10; 4
j3010_9.sm; 58; 9; 2
j3010_9.sm; 58; 9; 3
j3010_9.sm; 58; 9; 4
j3010_9.sm; 59; 12; 3
j3010_9.sm; 61; 10; 0
j3010_9.sm; 61; 10; 1
j3010_9.sm; 61; 9; 0
j3010_9.sm; 61; 9; 1
j3010_9.sm; 63; 21; 4
j3010_9.sm; 64; 11; 2
j3010_9.sm; 64; 11; 3
j3010_9.sm; 64; 11; 4
j3010_9.sm; 64; 12; 4
j3010_9.sm; 67; 16; 2
j3010_9.sm; 67; 16; 3
j3010_9.sm; 67; 16; 4
j3010_9.sm; 67; 2; 2
j3010_9.sm; 67; 2; 3
j3010_9.sm; 67; 2; 4
j3010_9.sm; 68; 15; 3
j3010_9.sm; 68; 3; 0
j3010_9.sm; 68; 3; 2
j3010_9.sm; 70; 3; 1
j3010_9.sm; 71; 3; 3
j3010_9.sm; 71; 3; 4
j3010_9.sm; 73; 15; 0
j3010_9.sm; 73; 16; 0
j3010_9.sm; 73; 2; 0
j3010_9.sm; 74; 15; 4
j3010_9.sm; 75; 15; 1
j3010_9.sm; 76; 15; 2
j3010_9.sm; 77; 16; 1
j3010_9.sm; 77; 2; 1
j3010_9.sm; 895; 0; 0
j3011_1.sm; 100; 15; 0
j3011_1.sm; 104; 16; 3
j3011_1.sm; 105; 16; 2
j3011_1.sm; 108; 15; 3
j3011_1.sm; 109; 16; 1
j3011_1.sm; 109; 16; 4
j3011_1.sm; 109; 2; 4
j3011_1.sm; 111; 2; 1
j3011_1.sm; 112; 2; 0
j3011_1.sm; 112; 2; 3
j3011_1.sm; 112; 3; 2
j3011_1.sm; 112; 3; 4
j3011_1.sm; 117; 15; 4
j3011_1.sm; 122; 3; 3
j3011_1.sm; 123; 2; 2
j3011_1.sm; 126; 3; 0
j3011_1.sm; 126; 3; 1
j3011_1.sm; 3603; 0; 1
j3011_1.sm; 54; Optimal; Time
j3011_1.sm; 65; 10; 4
j3011_1.sm; 65; 9; 4
j3011_1.sm; 70; 10; 3
j3011_1.sm; 70; 9; 3
j3011_1.sm; 82; 11; 1
j3011_1.sm; 82; 11; 2
j3011_1.sm; 82; 11; 3
j3011_1.sm; 82; 12; 1
j3011_1.sm; 82; 12; 2
j3011_1.sm; 82; 12; 3
j3011_1.sm; 82; 12; 4
j3011_1.sm; 82; 21; 0
j3011_1.sm; 82; 21; 1
j3011_1.sm; 82; 21; 2
j3011_1.sm; 82; 21; 3
j3011_1.sm; 82; 21; 4
j3011_1.sm; 83; 11; 4
j3011_1.sm; 83; 16; 0
j3011_1.sm; 85; 10; 0
j3011_1.sm; 85; 10; 1
j3011_1.sm; 85; 9; 0
j3011_1.sm; 85; 9; 1
j3011_1.sm; 86; 15; 1
j3011_1.sm; 88; 11; 0
j3011_1.sm; 91; 10; 2
j3011_1.sm; 91; 12; 0
j3011_1.sm; 914; 0; 0
j3011_1.sm; 93; 9; 2
j3011_1.sm; 97; 15; 2
j3011_10.sm; 1596; 0; 1
j3011_10.sm; 38; Optimal; Time
j3011_10.sm; 459; 0; 0
j3011_10.sm; 46; 11; 0
j3011_10.sm; 46; 11; 1
j3011_10.sm; 46; 11; 2
j3011_10.sm; 46; 11; 3
j3011_10.sm; 46; 11; 4
j3011_10.sm; 46; 12; 0
j3011_10.sm; 46; 12; 1
j3011_10.sm; 48; 10; 0
j3011_10.sm; 48; 10; 1
j3011_10.sm; 48; 10; 2
j3011_10.sm; 48; 10; 3
j3011_10.sm; 48; 10; 4
j3011_10.sm; 48; 12; 3
j3011_10.sm; 48; 12; 4
j3011_10.sm; 48; 21; 0
j3011_10.sm; 48; 21; 1
j3011_10.sm; 48; 21; 2
j3011_10.sm; 48; 21; 3
j3011_10.sm; 48; 21; 4
j3011_10.sm; 48; 9; 0
j3011_10.sm; 48; 9; 1
j3011_10.sm; 48; 9; 2
j3011_10.sm; 48; 9; 3
j3011_10.sm; 48; 9; 4
j3011_10.sm; 50; 12; 2
j3011_10.sm; 58; 16; 4
j3011_10.sm; 60; 15; 1
j3011_10.sm; 60; 3; 0
j3011_10.sm; 60; 3; 1
j3011_10.sm; 62; 15; 0
j3011_10.sm; 62; 16; 0
j3011_10.sm; 66; 15; 3
j3011_10.sm; 66; 15; 4
j3011_10.sm; 66; 16; 1
j3011_10.sm; 66; 2; 3
j3011_10.sm; 67; 2; 1
j3011_10.sm; 69; 15; 2
j3011_10.sm; 69; 2; 0
j3011_10.sm; 69; 3; 3
j3011_10.sm; 69; 3; 4
j3011_10.sm; 71; 16; 3
j3011_10.sm; 71; 2; 4
j3011_10.sm; 71; 3; 2
j3011_10.sm; 77; 16; 2
j3011_10.sm; 77; 2; 2
j3011_2.sm; 100; 2; 0
j3011_2.sm; 100; 2; 1
j3011_2.sm; 104; 15; 1
j3011_2.sm; 107; 16; 1
j3011_2.sm; 109; 16; 0
j3011_2.sm; 109; 2; 2
j3011_2.sm; 111; 2; 3
j3011_2.sm; 115; 16; 2
j3011_2.sm; 116; 16; 3
j3011_2.sm; 116; 16; 4
j3011_2.sm; 116; 2; 4
j3011_2.sm; 1721; 0; 1
j3011_2.sm; 493; 0; 0
j3011_2.sm; 56; Optimal; Time
j3011_2.sm; 61; 11; 4
j3011_2.sm; 64; 12; 2
j3011_2.sm; 64; 12; 3
j3011_2.sm; 64; 12; 4
j3011_2.sm; 64; 21; 3
j3011_2.sm; 64; 21; 4
j3011_2.sm; 70; 21; 2
j3011_2.sm; 72; 3; 4
j3011_2.sm; 75; 11; 3
j3011_2.sm; 76; 15; 2
j3011_2.sm; 81; 12; 0
j3011_2.sm; 81; 12; 1
j3011_2.sm; 81; 15; 3
j3011_2.sm; 81; 21; 0
j3011_2.sm; 81; 21; 1
j3011_2.sm; 82; 3; 3
j3011_2.sm; 83; 15; 4
j3011_2.sm; 86; 10; 0
j3011_2.sm; 86; 10; 1
j3011_2.sm; 86; 10; 2
j3011_2.sm; 86; 10; 3
j3011_2.sm; 86; 10; 4
j3011_2.sm; 86; 11; 0
j3011_2.sm; 86; 11; 1
j3011_2.sm; 86; 11; 2
j3011_2.sm; 86; 9; 0
j3011_2.sm; 86; 9; 1
j3011_2.sm; 86; 9; 2
j3011_2.sm; 86; 9; 3
j3011_2.sm; 86; 9; 4
j3011_2.sm; 90; 3; 0
j3011_2.sm; 90; 3; 1
j3011_2.sm; 90; 3; 2
j3011_2.sm; 98; 15; 0
j3011_3.sm; 100; 10; 2
j3011_3.sm; 100; 9; 2
j3011_3.sm; 103; 16; 0
j3011_3.sm; 105; 15; 0
j3011_3.sm; 109; 15; 1
j3011_3.sm; 111; 3; 1
j3011_3.sm; 114; 10; 0
j3011_3.sm; 114; 9; 0
j3011_3.sm; 115; 2; 4
j3011_3.sm; 118; 10; 1
j3011_3.sm; 118; 16; 1
j3011_3.sm; 118; 16; 2
j3011_3.sm; 118; 2; 2
j3011_3.sm; 118; 3; 2
j3011_3.sm; 118; 9; 1
j3011_3.sm; 119; 2; 1
j3011_3.sm; 119; 3; 0
j3011_3.sm; 125; 16; 3
j3011_3.sm; 125; 16; 4
j3011_3.sm; 125; 2; 3
j3011_3.sm; 126; 15; 3
j3011_3.sm; 126; 3; 3
j3011_3.sm; 137; 15; 4
j3011_3.sm; 139; 3; 4
j3011_3.sm; 1410; 0; 1
j3011_3.sm; 155; 15; 2
j3011_3.sm; 497; 0; 0
j3011_3.sm; 81; 12; 2
j3011_3.sm; 81; 12; 3
j3011_3.sm; 81; 12; 4
j3011_3.sm; 81; 21; 0
j3011_3.sm; 81; 21; 1
j3011_3.sm; 81; 21; 2
j3011_3.sm; 81; 21; 3
j3011_3.sm; 81; 21; 4
j3011_3.sm; 81; Optimal; Time
j3011_3.sm; 86; 11; 1
j3011_3.sm; 86; 11; 2
j3011_3.sm; 86; 11; 3
j3011_3.sm; 86; 11; 4
j3011_3.sm; 86; 12; 1
j3011_3.sm; 88; 10; 3
j3011_3.sm; 88; 10; 4
j3011_3.sm; 88; 9; 3
j3011_3.sm; 88; 9; 4
j3011_3.sm; 92; 11; 0
j3011_3.sm; 92; 12; 0
j3011_3.sm; 99; 2; 0
j3011_4.sm; 100; 16; 1
j3011_4.sm; 101; 3; 0
j3011_4.sm; 105; 15; 3
j3011_4.sm; 105; 2; 1
j3011_4.sm; 108; 2; 2
j3011_4.sm; 109; 10; 1
j3011_4.sm; 109; 9; 1
j3011_4.sm; 110; 15; 2
j3011_4.sm; 111; 3; 1
j3011_4.sm; 112; 10; 0
j3011_4.sm; 112; 9; 0
j3011_4.sm; 128; 15; 4
j3011_4.sm; 128; 3; 4
j3011_4.sm; 3191; 0; 1
j3011_4.sm; 63; Optimal; Time
j3011_4.sm; 68; 11; 4
j3011_4.sm; 68; 12; 4
j3011_4.sm; 68; 9; 3
j3011_4.sm; 69; 10; 4
j3011_4.sm; 69; 9; 4
j3011_4.sm; 77; 11; 0
j3011_4.sm; 77; 11; 1
j3011_4.sm; 77; 11; 2
j3011_4.sm; 77; 12; 0
j3011_4.sm; 77; 12; 1
j3011_4.sm; 77; 12; 2
j3011_4.sm; 77; 12; 3
j3011_4.sm; 77; 21; 0
j3011_4.sm; 77; 21; 1
j3011_4.sm; 77; 21; 2
j3011_4.sm; 77; 21; 3
j3011_4.sm; 77; 21; 4
j3011_4.sm; 77; 9; 2
j3011_4.sm; 78; 10; 3
j3011_4.sm; 79; 11; 3
j3011_4.sm; 80; 10; 2
j3011_4.sm; 857; 0; 0
j3011_4.sm; 92; 16; 0
j3011_4.sm; 92; 16; 2
j3011_4.sm; 92; 16; 3
j3011_4.sm; 92; 16; 4
j3011_4.sm; 92; 2; 0
j3011_4.sm; 92; 2; 3
j3011_4.sm; 92; 2; 4
j3011_4.sm; 94; 3; 2
j3011_4.sm; 94; 3; 3
j3011_4.sm; 96; 15; 0
j3011_4.sm; 96; 15; 1
j3011_5.sm; 104; 3; 0
j3011_5.sm; 104; 3; 1
j3011_5.sm; 104; 3; 2
j3011_5.sm; 1946; 0; 1
j3011_5.sm; 49; Optimal; Time
j3011_5.sm; 593; 0; 0
j3011_5.sm; 62; 10; 3
j3011_5.sm; 62; 9; 3
j3011_5.sm; 62; 9; 4
j3011_5.sm; 65; 10; 4
j3011_5.sm; 70; 11; 0
j3011_5.sm; 70; 11; 1
j3011_5.sm; 70; 11; 2
j3011_5.sm; 70; 11; 3
j3011_5.sm; 70; 11; 4
j3011_5.sm; 70; 12; 0
j3011_5.sm; 70; 12; 1
j3011_5.sm; 70; 12; 2
j3011_5.sm; 70; 12; 3
j3011_5.sm; 70; 12; 4
j3011_5.sm; 70; 21; 0
j3011_5.sm; 70; 21; 1
j3011_5.sm; 70; 21; 2
j3011_5.sm; 70; 21; 3
j3011_5.sm; 70; 21; 4
j3011_5.sm; 75; 15; 3
j3011_5.sm; 76; 10; 2
j3011_5.sm; 76; 9; 2
j3011_5.sm; 77; 15; 0
j3011_5.sm; 79; 10; 0
j3011_5.sm; 79; 10; 1
j3011_5.sm; 79; 9; 0
j3011_5.sm; 79; 9; 1
j3011_5.sm; 81; 15; 1
j3011_5.sm; 83; 2; 1
j3011_5.sm; 83; 2; 4
j3011_5.sm; 85; 15; 2
j3011_5.sm; 89; 15; 4
j3011_5.sm; 90; 16; 2
j3011_5.sm; 91; 16; 3
j3011_5.sm; 91; 16; 4
j3011_5.sm; 92; 3; 3
j3011_5.sm; 92; 3; 4
j3011_5.sm; 93; 16; 1
j3011_5.sm; 93; 2; 2
j3011_5.sm; 94; 16; 0
j3011_5.sm; 94; 2; 3
j3011_5.sm; 97; 2; 0
j3011_6.sm; 1048; 0; 0
j3011_6.sm; 44; Optimal; Time
j3011_6.sm; 48; 11; 2
j3011_6.sm; 48; 11; 3
j3011_6.sm; 49; 21; 2
